PID,ADDRESS,CV
066 305 511,5 7 BERRY ST,773800
066 305 512,9 11 BERRY ST,929900
066 305 513,15 BERRY ST,1082700
066 306 601,42 GREEN ST,704700
066 306 602,38 GREEN ST,789300
066 306 603,20 WADSWORTH ST,594500
066 306 604,18 WADSWORTH ST,762300
066 306 605,12 WADSWORTH ST,755000
066 306 606,8 WADSWORTH ST,694100
066 306 607,159 MADISON ST,548400
066 306 608,161 163 MADISON ST,968800
066 306 609,7 KEARNEY ST,761300
066 306 610,11 KEARNEY ST,902600
066 306 611,15 KEARNEY ST,771600
066 306 612,151 153 MADISON ST,945600
066 314 401,81 83 MEDFORD ST,755000
066 314 402,194 MADISON ST,579700
066 314 403,190 192 MADISON ST,781400
066 314 404,186 188 MADISON ST,899500
066 314 405,180 182 MADISON ST,945200
066 314 406,174 176 MADISON ST,776200
066 314 407,168 170 MADISON ST,805000
066 314 408,160 162 MADISON ST,850900
066 314 409,66 WIGGLESWORTH ST,512500
066 314 410,60 WIGGLESWORTH ST,852800
066 314 411,56 58 WIGGLESWORTH ST,772400
066 314 412,5 BRACKENBURY ST,649900
066 314 413,11 BRACKENBURY ST,633600
066 314 414,17 BRACKENBURY ST,627100
066 314 415,21 BRACKENBURY ST,1002000
066 314 416,25 BRACKENBURY ST,715000
066 314 417,29 BRACKENBURY ST,616500
066 314 418,65 MEDFORD ST,657600
066 314 419,69 71 MEDFORD ST,659600
066 314 420,75 77 MEDFORD ST,667400
067 302 201,101 CONVERSE AVE,817200
067 302 202,110 GREEN ST,473500
067 302 203,102 GREEN ST,566800
067 302 204,19 BELL ROCK ST,767600
067 302 205,9 11 BELL ROCK ST,838200
067 302 206,25 BELL ROCK ST,603400
067 302 207,91 CONVERSE AVE,1156800
067 302 208,95 CONVERSE AVE,1053900
067 302 209,100 GREEN ST,715900
067 303 301,239 MADISON ST,792800
067 303 302,20 BELL ROCK ST,531800
067 303 303,14 BELL ROCK ST,674000
067 303 304,112 114 MEDFORD ST,753800
067 303 305,106 MEDFORD ST,636900
067 303 306,100 MEDFORD ST,922600
067 303 307,96 98 MEDFORD ST,818500
067 303 308 1,221 MADISON ST 1,566200
067 303 308 2,223 MADISON ST 2,574200
067 303 309,229 MADISON ST,864100
067 317 701,11 CONVERSE AVE,999000
067 317 702,22 HOWARD ST,1003900
067 317 703,18 HOWARD ST,742300
067 317 704,12 14 HOWARD ST,898000
067 317 705,10 HOWARD ST,714800
067 317 706,14 MEDFORD ST,1181300
067 317 707 01,80 U-1 MAIN ST,368400
067 317 707 02,80 U-2 MAIN ST,367500
067 317 707 04,80 U-4 MAIN ST,348100
067 317 707 05,80 U-5 MAIN ST,409500
067 317 707 06,80 U-6 MAIN ST,370000
067 317 707 07,80 U-7 MAIN ST,367500
067 317 707 08,80 U-8 MAIN ST,372200
067 317 707 09,80 U-9 MAIN ST,323800
067 317 707 10,80 U-10 MAIN ST,350400
067 317 707 11,80 U-11 MAIN ST,370800
067 317 707 12,80 U-12 MAIN ST,368100
067 317 707 13,80 U-13 MAIN ST,428800
067 317 707 14,80 U-14 MAIN ST,371800
067 317 707 15,80 U-15 MAIN ST,368800
067 317 707 16,80 U-16 MAIN ST,370600
067 317 707 17,80 U-17 MAIN ST,375500
067 317 707 18,80 U-18 MAIN ST,378100
067 317 707 19,80 U-19 MAIN ST,371200
067 317 707 20,80 U-20 MAIN ST,387200
067 317 707 21,80 U-21 MAIN ST,325000
067 317 707 22,80 U-22 MAIN ST,323000
067 317 707 23,80 U-23 MAIN ST,381100
067 317 707 24,80 U-24 MAIN ST,403200
067 317 707 25,80 U-25 MAIN ST,404700
067 317 707 26,80 U-26 MAIN ST,381000
067 317 707 27,80 U-27 MAIN ST,354600
067 317 707 28,80 U-28 MAIN ST,365400
067 317 707 29,80 U-29 MAIN ST,370800
067 317 707 30,80 U-30 MAIN ST,371200
067 317 708,72 74 MAIN ST,850300
067 317 709,68 MAIN ST,845000
067 317 710,64 MAIN ST,1113800
067 317 712,60 MAIN ST,1020600
067 317 713,9 CONVERSE AVE,908900
067 318 801,33 CONVERSE AVE,924100
067 318 802,66 JAMES ST,808300
067 318 803,62 64 JAMES ST,846300
067 318 804,60 JAMES ST,935100
067 318 805,54 56 JAMES ST,954600
067 318 806,50 52 JAMES ST,907200
067 318 807,46 JAMES ST,1124500
067 318 808,28 30 MEDFORD ST,745200
067 318 809,1 HOWARD ST,891800
067 318 810,9 HOWARD ST,642900
067 318 811,13 HOWARD ST,781500
067 318 812,17 HOWARD ST,733900
067 318 813,21 HOWARD ST,689100
067 318 814,27 HOWARD ST,834900
067 318 815,31 HOWARD ST,1017300
067 318 816,27 CONVERSE AVE,991800
067 319 901,55 CONVERSE AVE,904400
067 319 902,68 BRACKENBURY ST,683000
067 319 903,64 66 BRACKENBURY ST,882800
067 319 904,58 60 BRACKENBURY ST,933200
067 319 905,54 BRACKENBURY ST,1057600
067 319 906,50 52 BRACKENBURY ST,876800
067 319 907,46 BRACKENBURY ST,934900
067 319 908,50 MEDFORD ST,709200
067 319 909,43 45 JAMES ST,1072200
067 319 910,49 JAMES ST,617700
067 319 911,53 JAMES ST,797800
067 319 912,57 59 JAMES ST,902100
067 319 913,61 JAMES ST,1158600
067 319 914,67 JAMES ST,786800
067 319 915,43 CONVERSE AVE,945000
067 319 916,45 47 CONVERSE AVE,1251100
067 319 917,51 CONVERSE AVE,949600
067 320 001,79 CONVERSE AVE,853000
067 320 002,242 MADISON ST,881600
067 320 003,236 MADISON ST,968000
067 320 004,226 MADISON ST,627100
067 320 005,224 MADISON ST,675700
067 320 006 1,82 MEDFORD ST 1,535200
067 320 006 2,82 MEDFORD ST 2,533700
067 320 006 3,82 MEDFORD ST 3,554000
067 320 007,76 78 MEDFORD ST,775200
067 320 008,72 74 MEDFORD ST,757300
067 320 009,66 MEDFORD ST,654000
067 320 010 1,55 BRACKENBURY ST 1,509100
067 320 010 2,55 BRACKENBURY ST 2,583600
067 320 011,59 61 BRACKENBURY ST,828000
067 320 012,63 65 BRACKENBURY ST,897400
067 320 013,67 BRACKENBURY ST,726600
067 320 014,63 CONVERSE AVE,1075300
067 320 015 67,67 CONVERSE AVE 67,706600
067 320 015 69,69 CONVERSE AVE 69,561000
067 320 016,73 75 CONVERSE AVE,956900
068 300 001,117 WYLLIS AVE,578900
068 300 002 01,69 U-3 BELL ROCK ST,316400
068 300 002 02,69 U-4 BELL ROCK ST,229100
068 300 002 03,20 U1 NEWMAN RD,324800
068 300 002 04,20 U3 NEWMAN RD,324200
068 300 002 05,30 U1 NEWMAN RD,219900
068 300 002 06,30 U2 NEWMAN RD,330900
068 300 002 07,32 U1 NEWMAN RD,331800
068 300 002 08,32 U3 NEWMAN RD,324700
068 300 002 09,32 U4 NEWMAN RD,217500
068 300 002 10,42 U1 NEWMAN RD,225600
068 300 002 11,42 U2 NEWMAN RD,322900
068 300 002 12,42 U4 NEWMAN RD,339000
068 300 002 13,46 NEWMAN RD,399200
068 300 002 14,54 U1 NEWMAN RD,231000
068 300 002 15,56 U3 NEWMAN RD,312800
068 300 002 16,64 NEWMAN RD,394500
068 300 002 17,30 U3 NEWMAN RD,217500
068 300 002 18,54 U4 NEWMAN RD,318300
068 300 002 19,56 U1 NEWMAN RD,322200
068 300 002 20,56 U4 NEWMAN RD,215800
068 300 002 21,56 U2 NEWMAN RD,215900
068 300 002 22,58 NEWMAN RD,401300
068 300 002 23,60 NEWMAN RD,390900
068 300 002 24,62 NEWMAN RD,401600
068 300 002 25,54 U2 NEWMAN RD,321800
068 300 002 26,52 NEWMAN RD,407100
068 300 002 27,50 NEWMAN RD,402500
068 300 002 28,48 NEWMAN RD,401900
068 300 002 29,42 U3 NEWMAN RD,229600
068 300 002 30,40 NEWMAN RD,400200
068 300 002 31,38 NEWMAN RD,389000
068 300 002 32,36 NEWMAN RD,400900
068 300 002 33,34 NEWMAN RD,393300
068 300 002 34,32 U2 NEWMAN RD,220500
068 300 002 35,30 U4 NEWMAN RD,332100
068 300 002 36,28 NEWMAN RD,400900
068 300 002 37,26 NEWMAN RD,392400
068 300 002 38,24 NEWMAN RD,342600
068 300 002 39,22 NEWMAN RD,397000
068 300 002 40,20 U4 NEWMAN RD,219200
068 300 002 41,20 U2 NEWMAN RD,217500
068 300 002 42,14 NEWMAN RD,389800
068 300 002 43,12 NEWMAN RD,396600
068 300 002 44,10 NEWMAN RD,389400
068 300 002 45,75 BELL ROCK ST,399500
068 300 002 46,77 BELL ROCK ST,349800
068 300 002 47,73 BELL ROCK ST,440000
068 300 002 48,79 BELL ROCK ST,362600
068 300 002 49,69 U-2 BELL ROCK ST,234500
068 300 002 50,69 U-1 BELL ROCK ST,313300
068 300 002 51,16 UB NEWMAN RD,356100
068 300 002 52,8 NEWMAN RD,391200
068 300 002 53,54 U3 NEWMAN RD,230700
068 300 003,85 87 BELL ROCK ST,674200
068 300 004,89 91 BELL ROCK ST,973800
068 300 005,95 BELL ROCK ST,738000
068 300 006,101 BELL ROCK ST,836300
068 300 007,91 WYLLIS AVE,797800
068 300 008,95 WYLLIS AVE,679800
068 300 009,101 103 WYLLIS AVE,1116200
068 300 010,115 WYLLIS AVE,588500
068 301 101 01,57 U-1 BELL ROCK ST,213900
068 301 101 02,57 U-2 BELL ROCK ST,318400
068 301 101 03,57 U-4 BELL ROCK ST,326800
068 301 101 04,15 NEWMAN RD B,388400
068 301 101 05,23 U3 NEWMAN RD,351400
068 301 101 06,43 NEWMAN RD,404600
068 301 101 07,51 U1 NEWMAN RD,321200
068 301 101 08,51 U3 NEWMAN RD,307500
068 301 101 09,55 U3 NEWMAN RD,222300
068 301 101 10,57 NEWMAN RD,389500
068 301 101 11,59 NEWMAN RD,393100
068 301 101 12,61 NEWMAN RD,394500
068 301 101 13,63 NEWMAN RD,418100
068 301 101 14,33 NEWMAN RD,390900
068 301 101 15,45 NEWMAN RD,392900
068 301 101 16,23 U1 NEWMAN RD,317600
068 301 101 17,29 NEWMAN RD,401800
068 301 101 18,31 NEWMAN RD,445200
068 301 101 19,55 U2 NEWMAN RD,321800
068 301 101 20,55 U4 NEWMAN RD,325500
068 301 101 21,55 U1 NEWMAN RD,222300
068 301 101 22,51 U4 NEWMAN RD,204400
068 301 101 23,51 U2 NEWMAN RD,219100
068 301 101 24,49 NEWMAN RD,407500
068 301 101 25,47 NEWMAN RD,389500
068 301 101 26,27 NEWMAN RD,392300
068 301 101 27,23 U4 NEWMAN RD,376400
068 301 101 28,23 U2 NEWMAN RD,376400
068 301 101 29,57 U-3 BELL ROCK ST,219300
068 301 101 30,11 NEWMAN RD,395100
068 301 101 31,9 NEWMAN RD,403000
068 301 101 32,7 NEWMAN RD,401500
068 301 101 33,5 NEWMAN RD,406800
068 301 102,130 GREEN ST,731400
068 301 103,104 CONVERSE AVE,600900
068 301 104,98 CONVERSE AVE,868800
068 301 105,94 CONVERSE AVE,793500
068 301 106,90 CONVERSE AVE,561400
068 301 107,88 CONVERSE AVE,563300
068 301 108,84 CONVERSE AVE,662400
069 321 101,74 76 BELL ROCK ST,1175400
069 321 102,70 BELL ROCK ST,989900
069 321 103,68 CONVERSE AVE,951300
069 321 104,64 CONVERSE AVE,1016000
069 321 105,58 CONVERSE AVE,1143600
069 321 106,54 CONVERSE AVE,1103700
069 321 107,50 CONVERSE AVE,991200
069 321 108 1,46 CONVERSE AVE 1,553000
069 321 108 2,46 CONVERSE AVE 2,554300
069 321 108 3,46 CONVERSE AVE 3,562000
069 321 109,42 44 CONVERSE AVE,1210600
069 321 110,38 CONVERSE AVE,1035300
069 321 111,30 CONVERSE AVE,1031700
069 321 112,26 CONVERSE AVE,893600
069 321 113,20 CONVERSE AVE,1255300
069 321 114,18 CONVERSE AVE,859100
069 321 115,50 MAIN ST,999100
069 321 116,42 46 MAIN ST,1322100
069 321 117,38 MAIN ST,6174100
069 321 118,34 MAIN ST,7748600
069 321 119,23 PERKINS AVE,639600
069 321 120,35 PERKINS AVE,1000700
069 321 121,41 PERKINS AVE,962300
069 321 122,47 PERKINS AVE,938600
069 321 123,53 PERKINS AVE,869000
069 321 124,27 29 PERKINS AVE,1019500
069 321 125,33 PERKINS AVE,642400
069 322 201,71 REGENT RD,502500
069 322 202,64 PERKINS AVE,507900
069 322 203,62 PERKINS AVE,484900
069 322 204,60 PERKINS AVE,460900
069 322 205,58 PERKINS AVE,501100
069 322 206,56 PERKINS AVE,451500
069 322 207,54 PERKINS AVE,434200
069 322 208,52 PERKINS AVE,429400
069 322 209,50 PERKINS AVE,457100
069 322 210,48 PERKINS AVE,493200
069 322 211,46 PERKINS AVE,456900
069 322 212,44 PERKINS AVE,462600
069 322 213,42 PERKINS AVE,466300
069 322 214,40 PERKINS AVE,452800
069 322 215,38 PERKINS AVE,474900
069 322 216,36 PERKINS AVE,434600
069 322 217,34 PERKINS AVE,453400
069 322 218,32 PERKINS AVE,481100
069 322 219,30 PERKINS AVE,469700
069 322 220,28 PERKINS AVE,471700
069 322 221,26 PERKINS AVE,485100
069 322 222,24 PERKINS AVE,458900
069 322 223,22 PERKINS AVE,431900
069 322 224,20 PERKINS AVE,469900
069 322 225,18 PERKINS AVE,454800
069 322 226,16 PERKINS AVE,488600
069 322 227,14 PERKINS AVE,436900
069 322 228,12 PERKINS AVE,434300
069 322 229,10 PERKINS AVE,489300
069 322 230 1,6 PERKINS AVE 1,5500
069 322 230 10,6 PERKINS AVE 10,5500
069 322 230 11,6 PERKINS AVE 11,5500
069 322 230 12,6 PERKINS AVE 12,5500
069 322 230 13,6 PERKINS AVE 13,5500
069 322 230 2,6 PERKINS AVE 2,5500
069 322 230 3,6 PERKINS AVE 3,5500
069 322 230 4,6 PERKINS AVE 4,5500
069 322 230 5,6 PERKINS AVE 5,5500
069 322 230 6,6 PERKINS AVE 6,5500
069 322 230 8,6 PERKINS AVE 8,5500
069 322 230 9,6 PERKINS AVE 9,5500
069 322 231,26 MAIN ST,419700
069 322 232,24 MAIN ST,367000
069 322 233,22 MAIN ST,357200
069 322 234,20 MAIN ST,395600
069 322 235,18 MAIN ST,363200
069 322 236,16 MAIN ST,391700
069 322 237,14 MAIN ST,388400
069 322 238,12 MAIN ST,400300
069 322 239,10 MAIN ST,364200
069 322 240,8 MAIN ST,353600
069 322 241,6 MAIN ST,382800
069 322 242,4 MAIN ST,375400
069 322 243 1,9 WYLLIS AVE,5500
069 322 243 2,9 WYLLIS AVE,5500
069 322 243 3,9 WYLLIS AVE,5500
069 322 243 4,9 WYLLIS AVE,5500
069 322 244,1 REGENT RD,458100
069 322 245,3 REGENT RD,460000
069 322 246,5 REGENT RD,437900
069 322 247,7 REGENT RD,485500
069 322 248,9 REGENT RD,444700
069 322 249,11 REGENT RD,456800
069 322 250,13 REGENT RD,431700
069 322 251,15 REGENT RD,444500
069 322 252,17 REGENT RD,466800
069 322 253,19 REGENT RD,472400
069 322 254,21 REGENT RD,428400
069 322 255,23 REGENT RD,467000
069 322 256,25 REGENT RD,488700
069 322 257,27 REGENT RD,461200
069 322 258,29 REGENT RD,464600
069 322 259,31 REGENT RD,459300
069 322 260,33 REGENT RD,435500
069 322 261,35 REGENT RD,486400
069 322 262,37 REGENT RD,468900
069 322 263,39 REGENT RD,461100
069 322 264,41 REGENT RD,516700
069 322 265,43 REGENT RD,436400
069 322 266,45 REGENT RD,432400
069 322 267,47 REGENT RD,454800
069 322 268,49 REGENT RD,498700
069 322 269,51 REGENT RD,442100
069 322 270,53 REGENT RD,491400
069 322 271,55 REGENT RD,478200
069 322 272,57 REGENT RD,489300
069 322 273,59 REGENT RD,459100
069 322 274,61 REGENT RD,469600
069 322 275,63 REGENT RD,473400
069 322 276,65 REGENT RD,484400
069 322 277,67 REGENT RD,443000
069 322 278,69 REGENT RD,490100
069 323 301,104 BELL ROCK ST,494500
069 323 302,102 BELL ROCK ST,456100
069 323 303,100 BELL ROCK ST,430900
069 323 304,98 BELL ROCK ST,475900
069 323 305,68 REGENT RD,458000
069 323 306,66 REGENT RD,454600
069 323 307,64 REGENT RD,474800
069 323 308,62 REGENT RD,486100
069 323 309,60 REGENT RD,497300
069 323 310,58 REGENT RD,464700
069 323 311,56 REGENT RD,469600
069 323 312,54 REGENT RD,481300
069 323 313,52 REGENT RD,497200
069 323 314,50 REGENT RD,431000
069 323 315,48 REGENT RD,443000
069 323 316,46 REGENT RD,476100
069 323 317,44 REGENT RD,474200
069 323 318,42 REGENT RD,482400
069 323 319,40 REGENT RD,469000
069 323 320,38 REGENT RD,493600
069 323 321,36 REGENT RD,451600
069 323 322,34 REGENT RD,443700
069 323 323,32 REGENT RD,475600
069 323 324,30 REGENT RD,452300
069 323 325,28 REGENT RD,502300
069 323 326,26 REGENT RD,461500
069 323 327,24 REGENT RD,448100
069 323 328,22 REGENT RD,451900
069 323 329,10 REGENT RD,455500
069 323 330,8 REGENT RD,474100
069 323 331,6 REGENT RD,441600
069 323 332,4 REGENT RD,495600
069 323 333,23 WYLLIS AVE,443300
069 323 334,25 WYLLIS AVE,458400
069 323 335,27 WYLLIS AVE,427900
069 323 336,29 WYLLIS AVE,473400
069 323 337,31 WYLLIS AVE,462600
069 323 338,33 WYLLIS AVE,460700
069 323 339,35 WYLLIS AVE,436000
069 323 340,37 WYLLIS AVE,459700
069 323 341,39 WYLLIS AVE,459400
069 323 342,41 WYLLIS AVE,478400
069 323 343,43 WYLLIS AVE,451500
069 323 344,45 WYLLIS AVE,468600
069 323 345,47 WYLLIS AVE,467600
069 323 346,49 WYLLIS AVE,450900
069 323 347,51 WYLLIS AVE,440200
069 323 348,53 WYLLIS AVE,459400
069 323 349,55 WYLLIS AVE,531400
069 323 350,57 WYLLIS AVE,443300
069 323 351,59 WYLLIS AVE,471300
069 323 352,61 WYLLIS AVE,491400
069 323 353,63 WYLLIS AVE,468200
069 323 354,65 WYLLIS AVE,470900
069 323 355,67 WYLLIS AVE,465500
069 323 356,69 WYLLIS AVE,477400
070 826 602,865 MAIN ST,989500
070 826 603,3 FOREST ST,295800
070 826 604,7 FOREST ST,527500
070 826 605,9 11 FOREST ST,985700
070 826 606,13 FOREST ST,821600
070 826 607,19 19A FOREST ST,1242300
070 826 608,25 FOREST ST,641500
070 826 609,29 FOREST ST,618300
070 826 610,35 FOREST ST,645600
070 826 611,78 LEONARD ST,767900
070 826 612A,45 47 FOREST ST,1016500
070 826 613,51 FOREST ST,746000
070 826 614,55 FOREST ST,610200
070 826 615,59 FOREST ST,685300
070 826 617,WALLACE ST,77100
070 826 618,220 TREMONT ST,600800
070 826 619,218 TREMONT ST,896100
070 826 620,208 TREMONT ST,836600
070 826 621,80 LEONARD ST,761400
070 826 622,76 LEONARD ST,636800
070 826 623,74 LEONARD ST,675700
070 826 624,72 LEONARD ST,642900
070 826 625,70 LEONARD ST,759400
070 826 626,LEONARD ST,341100
070 826 627,24 WINTER AVE,633900
070 826 628,20 WINTER AVE,547100
070 826 629A,23 WINTER AVE,467200
070 826 629B,WINTER AVE,10400
070 826 630,19 WINTER AVE,559200
070 826 631,15 17 WINTER AVE,734800
070 826 632,11 WINTER AVE,529800
070 826 635,37 39 FOREST ST,884500
070 826 636,43 FOREST ST,739300
070 826 637 01,50 LEONARD ST,452200
070 826 637 02,52 LEONARD ST,455400
070 826 638,38 LEONARD ST,603500
070 826 639,31 FOREST ST,596000
070 827 701,152 FOREST ST,39350400
070 827 702,1087 MAIN ST,30061100
070 828 825,WALLACE ST,98100
070 828 826,36 WALLACE ST,645400
070 828 827,89 FOREST ST,629400
070 828 828,85 FOREST ST,730200
070 828 829,77 FOREST ST,584200
070 828 830,FOREST ST,186700
070 828 831,125 FOREST ST,539300
070 828 832,131 FOREST ST,811900
070 865 501,893 895 MAIN ST,828800
070 865 502,901 MAIN ST,697200
070 865 503,907 MAIN ST,718200
070 865 504,915 917 MAIN ST,976800
070 865 505,921 MAIN ST,632300
070 865 506,929 MAIN ST,762000
070 865 507,933 935 MAIN ST,851100
070 865 508,941 MAIN ST,683100
070 865 509,947 MAIN ST,570500
070 865 510,951 953 MAIN ST,886600
070 865 511,957 959 MAIN ST,826000
070 865 512,963 965 MAIN ST,935900
070 865 514,34 FOREST ST,674000
070 865 515,28 FOREST ST,989500
070 865 516,24 FOREST ST,546600
070 865 517,22 FOREST ST,783700
070 865 518,18 FOREST ST,561000
070 865 519,14 FOREST ST,607300
070 865 520,12 FOREST ST,588800
071 824 422,9 MONTROSE CT,838200
071 824 423,27 ORIENT ST,674200
071 824 424,52 PARK AVE,655800
071 824 426,29 ORIENT ST,534200
071 824 427,35 ORIENT ST,858600
071 824 428,37 39 ORIENT ST,830700
071 824 429,41 43 ORIENT ST,855000
071 824 430,62 ORIENT ST,788900
071 824 431,58 ORIENT ST,546200
071 824 432,54 ORIENT ST,639500
071 824 433,48 ORIENT ST,671600
071 824 434,46 ORIENT ST,605200
071 824 435,42 ORIENT ST,699300
071 824 436,38 ORIENT ST,642700
071 824 437,32 34 ORIENT ST,928300
071 824 438,22 ORIENT ST,598100
071 824 439,18 ORIENT ST,615100
071 824 440,14 ORIENT ST,700800
071 824 441,10 ORIENT ST,672000
071 824 442,749 MAIN ST,486700
071 824 443,755 MAIN ST,709600
071 824 444,757 759 MAIN ST,876000
071 824 445,1 GREENWOOD TR,526900
071 824 446,2 GREENWOOD TR,541600
071 824 447,769 MAIN ST,1019400
071 824 448,777 MAIN ST,660000
071 824 449 7951,795 U-1 MAIN ST,277600
071 824 449 831,783 U-1 MAIN ST,286600
071 824 449 851,785 U-1 MAIN ST,258700
071 824 449 852,785 U-2 MAIN ST,275200
071 824 449 853,785 U-3 MAIN ST,263400
071 824 449 854,785 U-4 MAIN ST,276300
071 824 449 855,785 U-5 MAIN ST,277200
071 824 449 856,785 U-6 MAIN ST,267800
071 824 449 857,785 U-7 MAIN ST,259700
071 824 449 858,785 U-8 MAIN ST,275200
071 824 449 871,787 U-1 MAIN ST,274800
071 824 449 911,791 U-1 MAIN ST,301000
071 824 449 931,793 U-1 MAIN ST,269000
071 824 449 932,793 U-2 MAIN ST,345000
071 824 449 933,793 U-3 MAIN ST,263700
071 824 449 934,793 U-4 MAIN ST,338000
071 824 449 935,793 U-5 MAIN ST,281000
071 824 449 936,793 U-6 MAIN ST,358400
071 824 449 937,793 U-7 MAIN ST,263200
071 824 449 938,793 U-8 MAIN ST,343100
071 824 450,801 805 MAIN ST,1004600
071 824 451,809 811 MAIN ST,929500
071 824 452,819 MAIN ST,658600
071 824 453,825 MAIN ST,667400
071 824 454,827 MAIN ST,741300
071 824 456,835 MAIN ST,788700
071 824 457,839 MAIN ST,698700
071 824 458,17 LEONARD ST,428500
071 824 459,23 LEONARD ST,981900
071 824 460,PARK ST,573700
071 824 461,79 LEONARD ST,890100
071 824 462,89 LEONARD ST,660200
071 824 463,194 TREMONT ST,692700
071 824 464,10 MONTROSE CT,698100
071 824 465,4 MONTROSE CT,499100
071 824 466,184 TREMONT ST,473900
071 824 467,178 TREMONT ST,606700
071 824 468,WHIPPLE ST,379700
071 824 469,15 WHIPPLE ST,790900
071 824 470,25 WHIPPLE ST,708100
071 824 471,35 WHIPPLE ST,823200
071 824 472,45 WHIPPLE ST,778400
071 824 475,148 TREMONT ST,577200
071 824 476,WHIPPLE ST,34700
071 824 477,150 TREMONT ST,597100
071 824 478,152 TREMONT ST,675100
071 824 479,156 TREMONT ST,597500
071 824 480,158 TREMONT ST,717000
071 824 481,164 TREMONT ST,619800
071 824 482,170 TREMONT ST,598900
072 824 401 11,661 U-11 MAIN ST,137300
072 824 401 12,661 U-12 MAIN ST,373800
072 824 401 13,661 U-13 MAIN ST,381100
072 824 401 15,661 U-15 MAIN ST,369100
072 824 401 16,661 U-16 MAIN ST,414000
072 824 401 17,661 U-17 MAIN ST,380200
072 824 401 18,661 U-18 MAIN ST,379400
072 824 401 19,661 U-19 MAIN ST,374500
072 824 401 22,661 U-22 MAIN ST,412200
072 824 401 23,661 U-23 MAIN ST,488200
072 824 401 25,661 U-25 MAIN ST,400300
072 824 401 26,661 U-26 MAIN ST,409900
072 824 401 27,661 U-27 MAIN ST,354000
072 824 401 28,661 U-28 MAIN ST,371900
072 824 401 29,661 U-29 MAIN ST,344200
072 824 402,675 677 MAIN ST,1388900
072 824 403,683 MAIN ST,1264100
072 824 404,691 MAIN ST,1225700
072 824 405,703 MAIN ST,811200
072 824 406,7 PARK AVE,616900
072 824 407,54 CRESCENT AVE,899800
072 824 408,52 CRESCENT AVE,1179700
072 824 409,48 CRESCENT AVE,959700
072 824 410,42 CRESCENT AVE,1030200
072 824 411,20 CRESCENT AVE,828600
072 824 412,29 CRESCENT AVE,931800
072 824 413,45 CRESCENT AVE,796300
